,filename,distance,result
91,C130P91ThinF_IMG_20151004_141341_cell_156,3.539873029631404,Parasitized
92,C130P91ThinF_IMG_20151004_142109_cell_143,3.5187312350204865,Parasitized
93,C131P92ThinF_IMG_20151004_145410_cell_51,3.50724054804134,Parasitized
94,C131P92ThinF_IMG_20151004_151001_cell_126,3.594178466861865,Parasitized
95,C131P92ThinF_IMG_20151004_151001_cell_130,3.3586641264071657,Parasitized
96,C131P92ThinF_IMG_20151004_151126_cell_126,3.521506868405666,Parasitized
97,C131P92ThinF_IMG_20151004_151126_cell_9,3.665205793790994,Parasitized
98,C132P93ThinF_IMG_20151004_151701_cell_150,3.480884263020072,Parasitized
99,C132P93ThinF_IMG_20151004_151733_cell_143,3.705246389194218,Parasitized
100,C132P93ThinF_IMG_20151004_151733_cell_167,3.571733510179313,Parasitized
101,C132P93ThinF_IMG_20151004_151733_cell_188,3.5565750935218925,Parasitized
102,C132P93ThinF_IMG_20151004_151733_cell_80,4.0788271498416275,Parasitized
103,C132P93ThinF_IMG_20151004_152045_cell_136,3.545754044831548,Parasitized
104,C132P93ThinF_IMG_20151004_152045_cell_152,3.5319408385279565,Parasitized
105,C132P93ThinF_IMG_20151004_152045_cell_155,3.5542027079068332,Parasitized
106,C132P93ThinF_IMG_20151004_152257_cell_125,3.593771627778745,Parasitized
107,C132P93ThinF_IMG_20151004_152353_cell_139,3.6125872402930717,Parasitized
108,C132P93ThinF_IMG_20151004_152505_cell_157,3.414407725116379,Parasitized
109,C132P93ThinF_IMG_20151004_152642_cell_10,3.4363049436209323,Parasitized
110,C132P93ThinF_IMG_20151004_152642_cell_26,3.3738234736557042,Parasitized
111,C132P93ThinF_IMG_20151004_152808_cell_43,3.6231254527943157,Parasitized
112,C133P94ThinF_IMG_20151004_153930_cell_73,3.9643914023704383,Parasitized
113,C133P94ThinF_IMG_20151004_154512_cell_143,3.585087419389242,Parasitized
114,C133P94ThinF_IMG_20151004_154512_cell_29,3.7865642853915853,Parasitized
115,C133P94ThinF_IMG_20151004_154717_cell_132,3.53055773179635,Parasitized
116,C133P94ThinF_IMG_20151004_154919_cell_121,3.559667227894665,Parasitized
117,C134P95ThinF_IMG_20151005_121656_cell_95,3.652857484563823,Parasitized
118,C134P95ThinF_IMG_20151005_121952_cell_7,3.5512907789670214,Parasitized
119,C135P96ThinF_IMG_20151005_124031_cell_75,3.6699988771244785,Parasitized
120,C135P96ThinF_IMG_20151005_124359_cell_91,3.613475382785655,Parasitized
121,C136P97ThinF_IMG_20151005_140538_cell_94,3.499617776171095,Parasitized
122,C136P97ThinF_IMG_20151005_141803_cell_98,3.4917501246896925,Parasitized
123,C136P97ThinF_IMG_20151005_142437_cell_127,3.443141313674334,Parasitized
124,C137P98ThinF_IMG_20151005_160122_cell_43,3.662678234019417,Parasitized
125,C137P98ThinF_IMG_20151005_160256_cell_25,3.675934123504856,Parasitized
126,C137P98ThinF_IMG_20151005_160918_cell_64,3.6113018764372824,Parasitized
127,C137P98ThinF_IMG_20151005_161859_cell_82,3.542078885579126,Parasitized
128,C137P98ThinF_IMG_20151005_162348_cell_11,3.527533671344898,Parasitized
129,C137P98ThinF_IMG_20151005_162437_cell_88,4.644081727550573,Parasitized
130,C137P98ThinF_IMG_20151005_163218_cell_82,3.5685328337152606,Parasitized
131,C137P98ThinF_IMG_20151005_163251_cell_4,3.5230828233769644,Parasitized
132,C137P98ThinF_IMG_20151005_163251_cell_66,3.6575172992113605,Parasitized
133,C137P98ThinF_IMG_20151005_163335_cell_8,3.4954018171336276,Parasitized
134,C137P98ThinF_IMG_20151005_163901_cell_69,3.777108451509645,Parasitized
135,C137P98ThinF_IMG_20151005_163946_cell_14,3.546168065878325,Parasitized
136,C139P100ThinF_IMG_20151005_182822_cell_105,3.780676193207493,Parasitized
137,C139P100ThinF_IMG_20151005_182822_cell_83,3.761693298724937,Parasitized
138,C139P100ThinF_IMG_20151005_183601_cell_87,3.6704385186504744,Parasitized
139,C140P101ThinF_IMG_20151005_205406_cell_8,3.5175944097509997,Parasitized
140,C140P101ThinF_IMG_20151005_211530_cell_15,3.5232174873557263,Parasitized
141,C141P102ThinF_IMG_20151005_214208_cell_84,3.6972026507117848,Parasitized
142,C141P102ThinF_IMG_20151005_215348_cell_126,3.5734045802065055,Parasitized
143,C141P102ThinF_IMG_20151005_215348_cell_127,4.342806291733147,Parasitized
144,C141P102ThinF_IMG_20151005_215348_cell_64,3.750207865549736,Parasitized
145,C141P102ThinF_IMG_20151005_215711_cell_47,3.6548825836882552,Parasitized
146,C142P103ThinF_IMG_20151005_222255_cell_64,3.523310020158613,Parasitized
147,C2NThinF_IMG_20150604_114631_cell_99,3.800641164977668,Parasitized
148,C2NThinF_IMG_20150604_114815_cell_217,3.7475316562295786,Parasitized
149,C2NThinF_IMG_20150604_114815_cell_73,3.7215469575305473,Parasitized
150,C33P1thinF_IMG_20150619_115808a_cell_206,3.576921366003841,Parasitized
151,C33P1thinF_IMG_20150619_120742a_cell_155,3.520297395672998,Parasitized
152,C33P1thinF_IMG_20150619_120742a_cell_182,3.509875472216694,Parasitized
153,C33P1thinF_IMG_20150619_121102a_cell_60,3.7798646218297436,Parasitized
154,C39P4thinF_original_IMG_20150622_105803_cell_64,3.874118495547119,Parasitized
155,C39P4thinF_original_IMG_20150622_110352_cell_3,3.7861547699607088,Parasitized
156,C3thin_original_IMG_20150608_163047_cell_161,3.863708885336353,Parasitized
157,C42P5thin_original_IMG_20150623_134547_cell_237,3.493191078075219,Parasitized
158,C47P8thinOriginalOlympusCX21_IMG_20150717_173554_cell_143,3.6921420316055626,Parasitized
159,C47P8thinOriginalOlympusCX21_IMG_20150717_174750_cell_1,3.7635996579833484,Parasitized
160,C47P8thinOriginalOlympusCX21_IMG_20150717_174844_cell_34,3.7205679973785086,Parasitized
161,C48P9thinF_IMG_20150721_160406_cell_31,4.141600450865127,Parasitized
162,C49P10thinF_IMG_20150724_102330_cell_181,3.7249515076468978,Parasitized
163,C49P10thinF_IMG_20150724_102843_cell_13,3.542670444312523,Parasitized
164,C50P11thinF_IMG_20150724_115141_cell_27,3.53910322314161,Parasitized
165,C51AP12thinF_IMG_20150724_154243_cell_9,3.657686890365591,Parasitized
166,C53P14thinF_IMG_20150726_114439_cell_99,3.728705883479263,Parasitized
167,C53P14thinF_IMG_20150726_114918_cell_47,3.779900234748496,Parasitized
168,C53P14thinF_IMG_20150726_115457_cell_16,3.768609435967769,Parasitized
169,C54P15thinF_IMG_20150728_112938_cell_63,3.464687254843696,Parasitized
170,C56P17thinF_IMG_20150728_153328_cell_36,3.6068107170076162,Parasitized
171,C56P17thinF_IMG_20150728_155921_cell_5,3.8336287406545337,Parasitized
172,C57P18thinF_IMG_20150729_111518_cell_115,3.6137472877023953,Parasitized
173,C58P19thinF_IMG_20150802_122846_cell_111,3.5011090737674615,Parasitized
174,C60P21thinF_IMG_20150804_113602_cell_1,3.811591595605671,Parasitized
175,C61P22N_ThinF_IMG_20150818_112252_cell_12,3.7884657549803875,Parasitized
176,C61P22N_ThinF_IMG_20150818_112433_cell_189,3.6414039588748253,Parasitized
177,C62P23N_ThinF_IMG_20150818_133055_cell_119,3.712908347373746,Parasitized
178,C62P23N_ThinF_IMG_20150818_133307_cell_168,3.5299025496827654,Parasitized
179,C62P23N_ThinF_IMG_20150818_133307_cell_169,3.5900825395982796,Parasitized
180,C63P24N_ThinF_IMG_20150818_143757_cell_173,3.591091143252208,Parasitized
181,C63P24N_ThinF_IMG_20150818_144456_cell_135,3.684892829387578,Parasitized
182,C64P25N_ThinF_IMG_20150818_153401_cell_195,3.4205242959976805,Parasitized
183,C64P25N_ThinF_IMG_20150818_153401_cell_45,3.7713815063969416,Parasitized
184,C65P26N_ThinF_IMG_20150818_154624_cell_118,3.6973202836110386,Parasitized
185,C65P26N_ThinF_IMG_20150818_154624_cell_204,3.5353249379809157,Parasitized
186,C66P27N_ThinF_IMG_20150818_163551_cell_185,3.6032346953658925,Parasitized
187,C66P27N_ThinF_IMG_20150818_164008_cell_161,3.5713582075138106,Parasitized
188,C66P27N_ThinF_IMG_20150818_164408_cell_144,3.7439139566007453,Parasitized
189,C66P27N_ThinF_IMG_20150818_164408_cell_17,3.525968491444122,Parasitized
190,C66P27N_ThinF_IMG_20150818_164408_cell_86,3.707789088081608,Parasitized
191,C66P27N_ThinF_IMG_20150818_164754_cell_195,3.773742712064368,Parasitized
192,C67P28N_ThinF_IMG_20150819_115955_cell_170,3.467131499300072,Parasitized
193,C67P28N_ThinF_IMG_20150819_121053_cell_176,3.4586394435372507,Parasitized
194,C67P28N_ThinF_IMG_20150819_121456_cell_243,3.591461252591155,Parasitized
195,C68P29N_ThinF_IMG_20150819_133350_cell_176,3.5346254881013874,Parasitized
196,C68P29N_ThinF_IMG_20150819_133447_cell_154,3.670020563416685,Parasitized
197,C68P29N_ThinF_IMG_20150819_134112_cell_147,3.2652268577174937,Parasitized
198,C68P29N_ThinF_IMG_20150819_134112_cell_154,3.515801080758767,Parasitized
199,C68P29N_ThinF_IMG_20150819_134112_cell_79,3.5289927916632355,Parasitized
200,C68P29N_ThinF_IMG_20150819_134326_cell_119,3.7142300004539375,Parasitized
201,C68P29N_ThinF_IMG_20150819_134326_cell_166,2.8224720667911183,Parasitized
202,C68P29N_ThinF_IMG_20150819_134504_cell_104,3.4482036341114295,Parasitized
203,C68P29N_ThinF_IMG_20150819_134504_cell_62,3.514287845019239,Parasitized
204,C68P29N_ThinF_IMG_20150819_134625_cell_29,3.5010958920247783,Parasitized
205,C68P29N_ThinF_IMG_20150819_134625_cell_54,3.1529320520020057,Parasitized
206,C68P29N_ThinF_IMG_20150819_134830_cell_24,3.5070100611889115,Parasitized
207,C68P29N_ThinF_IMG_20150819_134830_cell_57,3.5890664997499497,Parasitized
208,C68P29N_ThinF_IMG_20150819_134830_cell_67,3.504482450089406,Parasitized
209,C69P30N_ThinF_IMG_20150819_135705_cell_49,3.681118196519824,Parasitized
210,C70P31_ThinF_IMG_20150813_131330_cell_88,3.597576374934869,Parasitized
211,C70P31_ThinF_IMG_20150813_131457_cell_3,3.610668149044195,Parasitized
212,C70P31_ThinF_IMG_20150813_131457_cell_5,3.60258639055367,Parasitized
213,C70P31_ThinF_IMG_20150819_141327_cell_77,3.4218070451459095,Parasitized
214,C70P31_ThinF_IMG_20150819_141730_cell_105,3.2636335470087587,Parasitized
215,C72P33_ThinF_IMG_20150815_104045_cell_118,3.9396399011959735,Parasitized
216,C72P33_ThinF_IMG_20150815_104923_cell_166,3.5888103756003606,Parasitized
217,C72P33_ThinF_IMG_20150815_104923_cell_178,4.320855748637706,Parasitized
218,C72P33_ThinF_IMG_20150815_105033_cell_30,3.7141856153897184,Parasitized
219,C72P33_ThinF_IMG_20150815_105823_cell_241,3.5782549149846465,Parasitized
220,C73P34_ThinF_IMG_20150815_111114_cell_41,3.875295389368788,Parasitized
221,C73P34_ThinF_IMG_20150815_111302_cell_98,3.541598713407288,Parasitized
222,C74P35_ThinF_IMG_20150815_114153_cell_107,3.8149296255044836,Parasitized
223,C74P35_ThinF_IMG_20150815_114401_cell_153,3.5072646239111025,Parasitized
224,C75P36_ThinF_IMG_20150815_162935_cell_82,3.5616165082847426,Parasitized
225,C75P36_ThinF_IMG_20150815_163225_cell_62,3.7685880692045273,Parasitized
226,C76P37ThinF_IMG_20150815_171214_cell_39,3.7379456636883104,Parasitized
227,C76P37ThinF_IMG_20150815_171454_cell_61,4.058342049162201,Parasitized
228,C76P37ThinF_IMG_20150815_172808_cell_15,3.5036905594560923,Parasitized
229,C76P37ThinF_IMG_20150815_172808_cell_220,3.4578975694840572,Parasitized
230,C76P37ThinF_IMG_20150815_172902_cell_135,3.5125178977749156,Parasitized
231,C79P40ThinF_IMG_20150817_102702_cell_175,3.5486480245223833,Parasitized
232,C80P41ThinF_IMG_20150817_110348_cell_124,2.8600194121320417,Parasitized
233,C80P41ThinF_IMG_20150817_111544_cell_135,3.5537573877756867,Parasitized
234,C80P41ThinF_IMG_20150817_111802_cell_11,3.9014594297017826,Parasitized
235,C80P41ThinF_IMG_20150817_111802_cell_15,3.548539537208704,Parasitized
236,C81P42ThinF_IMG_20150817_115942_cell_221,3.5633107361975997,Parasitized
237,C81P42ThinF_IMG_20150817_120351_cell_188,3.3964808710515544,Parasitized
238,C81P42ThinF_IMG_20150817_120524_cell_40,3.6452144333462617,Parasitized
239,C81P42ThinF_IMG_20150817_120712_cell_161,3.4352511976601994,Parasitized
240,C81P42ThinF_IMG_20150817_121113_cell_181,2.9374792204821807,Parasitized
241,C82P43ThinF_IMG_20150817_123500_cell_196,3.5291453408626965,Parasitized
242,C82P43ThinF_IMG_20150817_123652_cell_133,3.8011480016705916,Parasitized
243,C82P43ThinF_IMG_20150817_124010_cell_148,3.5842853408091018,Parasitized
244,C82P43ThinF_IMG_20150817_125114_cell_10,3.477246811355685,Parasitized
245,C83P44ThinF_IMG_20150817_133609_cell_171,3.804371194507456,Parasitized
246,C83P44ThinF_IMG_20150817_134820_cell_59,3.7388377574279965,Parasitized
247,C84P45ThinF_IMG_20150818_101056_cell_99,3.1342838489386198,Parasitized
248,C84P45ThinF_IMG_20150818_101146_cell_90,3.4323596712598756,Parasitized
249,C84P45ThinF_IMG_20150818_102325_cell_98,3.6161200972687886,Parasitized
250,C84P45ThinF_IMG_20150818_102507_cell_92,3.434385461996442,Parasitized
251,C84P45ThinF_IMG_20150818_104156_cell_111,3.637956276975845,Parasitized
252,C86P47ThinF_IMG_20150820_123717_cell_103,3.5450983994951786,Parasitized
253,C86P47ThinF_IMG_20150820_124943_cell_207,4.396138754905332,Parasitized
254,C87P48ThinF_IMG_20150820_132327_cell_31,3.543866910042443,Parasitized
255,C87P48ThinF_IMG_20150820_132514_cell_200,2.8214937166015663,Parasitized
256,C87P48ThinF_IMG_20150820_141913_cell_207,3.609486240941724,Parasitized
257,C87P48ThinF_IMG_20150820_144714_cell_24,3.500894022745091,Parasitized
258,C89P50ThinF_IMG_20150820_162813_cell_71,3.5399347394511276,Parasitized
259,C90P51ThinF_IMG_20150821_115056_cell_209,3.7805647827831965,Parasitized
260,C90P51ThinF_IMG_20150821_115310_cell_155,4.171393910259464,Parasitized
261,C90P51ThinF_IMG_20150821_115310_cell_77,3.7501687951411755,Parasitized
262,C90P51ThinF_IMG_20150821_120044_cell_223,3.765578024905845,Parasitized
263,C91P52ThinF_IMG_20150821_123116_cell_12,3.5396885413716737,Parasitized
264,C91P52ThinF_IMG_20150821_123116_cell_175,3.462235667516296,Parasitized
265,C91P52ThinF_IMG_20150821_124937_cell_196,3.738532938073375,Parasitized
266,C91P52ThinF_IMG_20150821_124937_cell_208,3.883978767391,Parasitized
267,C91P52ThinF_IMG_20150821_125154_cell_197,3.4636159361071646,Parasitized
268,C93P54ThinF_IMG_20150821_162641_cell_217,3.2102124042447477,Parasitized
269,C93P54ThinF_IMG_20150821_163815_cell_222,3.468795300688089,Parasitized
270,C94P55ThinF_IMG_20150821_165519_cell_135,3.5795210958818195,Parasitized
271,C95P56ThinF_IMG_20150821_171242_cell_101,3.5099497198166882,Parasitized
272,C95P56ThinF_IMG_20150821_171701_cell_95,3.5698878788324535,Parasitized
273,C96P57ThinF_IMG_20150824_105445_cell_154,3.6987235352744836,Parasitized
274,C96P57ThinF_IMG_20150824_111748_cell_218,3.6864936748027635,Parasitized
275,C97P58ThinF_IMG_20150917_151512_cell_160,3.454689567760123,Parasitized
276,C97P58ThinF_IMG_20150917_151551_cell_142,3.7453048712358856,Parasitized
277,C97P58ThinF_IMG_20150917_151551_cell_171,3.5733256681294123,Parasitized
278,C97P58ThinF_IMG_20150917_151551_cell_56,3.730873606067861,Parasitized
279,C97P58ThinF_IMG_20150917_151903_cell_10,3.574795130805636,Parasitized
280,C97P58ThinF_IMG_20150917_151903_cell_8,3.4954514105848062,Parasitized
281,C97P58ThinF_IMG_20150917_152032_cell_167,3.5413914540821763,Parasitized
282,C97P58ThinF_IMG_20150917_152032_cell_179,3.541723889726737,Parasitized
283,C97P58ThinF_IMG_20150917_152437_cell_5,3.5663227067854986,Parasitized
284,C98P59ThinF_IMG_20150917_153030_cell_158,3.783456870802624,Parasitized
285,C99P60ThinF_IMG_20150918_141001_cell_100,3.5303819702339636,Parasitized
286,C99P60ThinF_IMG_20150918_141001_cell_136,3.1852386448978103,Parasitized
287,C99P60ThinF_IMG_20150918_141129_cell_95,3.644853698682188,Parasitized
288,C99P60ThinF_IMG_20150918_141314_cell_132,3.5852532287583085,Parasitized
289,C99P60ThinF_IMG_20150918_141520_cell_117,3.29097618192001,Parasitized
290,C99P60ThinF_IMG_20150918_141520_cell_122,4.311527000908763,Parasitized
291,C99P60ThinF_IMG_20150918_141620_cell_10,3.4554063251134624,Parasitized
292,C99P60ThinF_IMG_20150918_141620_cell_24,3.447682119999357,Parasitized
293,C99P60ThinF_IMG_20150918_141857_cell_15,3.55200071483883,Parasitized
294,C99P60ThinF_IMG_20150918_141857_cell_35,3.371693925018191,Parasitized
295,C99P60ThinF_IMG_20150918_141857_cell_4,3.442934669003211,Parasitized
296,C99P60ThinF_IMG_20150918_141857_cell_45,3.461460904087791,Parasitized
297,C99P60ThinF_IMG_20150918_142334_cell_32,3.535882493421406,Parasitized
298,C99P60ThinF_IMG_20150918_142334_cell_37,3.921285556104566,Parasitized
299,C99P60ThinF_IMG_20150918_142334_cell_44,3.1509905950241746,Parasitized
